Offence;Region / City;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Illegal trade, etc.;Helsingør;0;0;1;0;0;0;1;0;0;0;0;0;0;0
Illegal trade, etc.;Hillerød;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Hørsholm;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Illegal trade, etc.;Rudersdal;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Illegal trade, etc.;Bornholm;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Greve;0;0;0;0;1;1;0;0;0;0;1;0;0;0
Illegal trade, etc.;Køge;0;0;0;1;1;0;2;2;1;0;1;2;0;0
Illegal trade, etc.;Lejre;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Roskilde;0;0;3;1;2;0;0;4;4;3;1;0;2;1
Illegal trade, etc.;Solrød;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Illegal trade, etc.;Faxe;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Guldborgsund;2;0;0;0;0;0;0;0;0;0;0;1;0;0
Illegal trade, etc.;Holbæk;0;0;0;1;0;0;0;0;0;0;0;0;1;0
Illegal trade, etc.;Kalundborg;0;0;0;1;0;1;0;1;0;0;0;0;0;0
Illegal trade, etc.;Lolland;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Illegal trade, etc.;Næstved;1;0;0;0;0;1;1;0;0;0;0;0;0;0
Illegal trade, etc.;Odsherred;0;0;0;0;0;0;0;0;0;0;1;0;0;1
Illegal trade, etc.;Ringsted;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Illegal trade, etc.;Slagelse;0;0;0;0;0;0;1;7;0;2;0;0;0;1
Illegal trade, etc.;Sorø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Stevns;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Vordingborg;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Illegal trade, etc.;Assens;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Faaborg-Midtfyn;0;0;0;0;0;0;0;0;0;0;2;0;0;0
Illegal trade, etc.;Kerteminde;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Langeland;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Middelfart;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Illegal trade, etc.;Nordfyns;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Nyborg;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Illegal trade, etc.;Odense;1;0;0;0;0;1;1;3;3;3;0;2;0;0
Illegal trade, etc.;Svendborg;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Ærø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Billund;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Illegal trade, etc.;Esbjerg;0;0;2;1;1;1;2;0;0;0;0;0;2;0
Illegal trade, etc.;Fanø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Fredericia;0;0;1;0;0;2;0;3;2;1;1;0;0;0
Illegal trade, etc.;Haderslev;0;0;0;0;1;0;1;0;0;1;0;0;0;0
Illegal trade, etc.;Kolding;0;0;0;1;3;2;20;4;3;3;4;0;1;0
Illegal trade, etc.;Sønderborg;0;1;0;0;0;0;1;0;0;2;0;0;0;0
Illegal trade, etc.;Tønder;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Varde;0;0;0;2;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Vejen;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Vejle;1;0;2;1;0;1;1;0;2;2;1;0;2;0
Illegal trade, etc.;Aabenraa;0;0;2;1;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Favrskov;0;0;1;0;0;0;1;0;0;0;0;0;0;0
Illegal trade, etc.;Hedensted;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Illegal trade, etc.;Horsens;0;0;0;0;0;0;4;1;0;2;1;0;0;0
Illegal trade, etc.;Norddjurs;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Odder;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Randers;2;0;0;0;1;1;6;0;0;1;0;0;0;0
Illegal trade, etc.;Samsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Silkeborg;0;0;2;1;1;3;0;0;1;1;0;0;0;0
Illegal trade, etc.;Skanderborg;0;0;1;0;0;0;0;3;0;0;0;0;0;0
Illegal trade, etc.;Syddjurs;0;0;0;1;0;0;0;1;0;0;0;1;0;0
Illegal trade, etc.;Aarhus;9;3;3;7;5;4;9;3;1;0;2;5;3;0
Illegal trade, etc.;Herning;0;1;1;1;2;2;0;0;2;1;0;1;0;0
Illegal trade, etc.;Holstebro;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Illegal trade, etc.;Ikast-Brande;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Lemvig;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Ringkøbing-Skjern;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Skive;0;0;0;1;2;1;2;5;2;0;1;0;0;0
Illegal trade, etc.;Struer;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Viborg;0;0;2;0;3;0;3;0;0;0;0;0;0;0
Illegal trade, etc.;Brønderslev;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Frederikshavn;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Hjørring;1;0;0;2;0;0;0;0;1;0;0;0;0;0
Illegal trade, etc.;Jammerbugt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Mariagerfjord;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Morsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Rebild;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Thisted;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Vesthimmerlands;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Aalborg;0;0;0;5;0;0;0;1;0;0;5;1;0;0
Illegal trade, etc.;Unknown municipality;0;0;0;1;1;1;0;2;0;2;1;1;0;0
Family relation offences;Copenhagen;7;8;2;8;12;10;13;9;6;7;6;11;13;10
Family relation offences;Frederiksberg;1;2;0;0;0;0;1;2;0;1;3;0;4;0
Family relation offences;Dragør;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Family relation offences;Tårnby;1;0;0;0;1;1;1;2;0;1;0;1;1;0
Family relation offences;Albertslund;0;0;0;0;1;1;1;0;1;1;1;0;1;0
Family relation offences;Ballerup;0;1;0;1;1;1;1;0;2;0;0;0;0;0
Family relation offences;Brøndby;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Family relation offences;Gentofte;0;0;1;2;3;1;1;2;1;0;2;1;0;10
Family relation offences;Gladsaxe;0;0;0;0;0;0;1;0;0;2;0;1;2;1
Family relation offences;Glostrup;2;0;0;1;0;2;2;0;1;0;1;0;1;1
Family relation offences;Herlev;1;0;0;0;0;1;0;4;0;0;0;0;0;0
Family relation offences;Hvidovre;2;1;0;0;0;0;1;1;2;2;1;1;0;0
Family relation offences;Høje-Taastrup;0;2;0;2;0;0;1;1;3;1;3;1;1;2
Family relation offences;Ishøj;2;1;0;0;0;0;0;4;0;0;1;0;2;0
Family relation offences;Lyngby-Taarbæk;0;0;0;0;0;0;0;1;0;0;1;0;0;1
Family relation offences;Rødovre;1;0;0;2;0;2;1;0;0;1;1;2;2;0
Family relation offences;Vallensbæk;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Family relation offences;Allerød;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Family relation offences;Egedal;0;0;0;1;0;0;0;0;0;0;1;1;2;0
Family relation offences;Fredensborg;0;1;0;2;0;0;1;0;0;0;1;0;2;0
Family relation offences;Frederikssund;1;1;0;1;0;0;0;0;1;1;1;2;1;2
Family relation offences;Furesø;0;2;0;1;1;0;1;0;0;0;0;1;1;1
Family relation offences;Gribskov;0;0;0;0;0;0;0;0;1;0;1;0;0;0
Family relation offences;Halsnæs;0;0;0;1;1;0;0;0;0;0;2;0;1;0
Family relation offences;Helsingør;2;0;3;5;1;2;1;0;2;2;2;1;0;0
Family relation offences;Hillerød;0;2;0;0;0;0;0;1;0;0;2;2;2;0
Family relation offences;Hørsholm;0;1;0;0;0;0;0;0;0;0;0;1;0;1
Family relation offences;Rudersdal;0;0;0;1;0;0;0;0;0;1;0;0;1;0
Family relation offences;Bornholm;1;1;0;0;0;1;0;0;0;1;0;0;0;0
Family relation offences;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Family relation offences;Greve;3;2;0;0;1;0;1;0;0;0;0;0;0;0
Family relation offences;Køge;1;0;0;0;0;1;2;2;0;0;2;0;0;0
Family relation offences;Lejre;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Family relation offences;Roskilde;0;0;0;1;0;0;2;1;0;0;0;9;1;0
Family relation offences;Solrød;0;0;0;0;0;1;0;0;0;0;0;1;0;0
Family relation offences;Faxe;0;0;0;0;1;0;0;1;1;0;0;1;0;0
Family relation offences;Guldborgsund;0;3;2;0;2;2;2;0;0;0;2;0;1;3
Family relation offences;Holbæk;0;0;0;0;0;1;3;2;0;0;0;0;0;1
Family relation offences;Kalundborg;4;0;0;0;1;1;1;0;0;0;1;0;0;1
Family relation offences;Lolland;1;0;0;3;1;1;2;1;0;0;0;0;1;1
Family relation offences;Næstved;3;1;0;0;0;3;0;2;2;0;2;2;0;0
Family relation offences;Odsherred;0;1;0;2;0;0;1;0;0;0;0;0;0;1
Family relation offences;Ringsted;0;0;0;1;1;1;0;0;1;1;0;0;1;1
Family relation offences;Slagelse;3;4;0;2;0;0;0;1;3;2;2;1;1;1
Family relation offences;Sorø;0;0;0;0;2;0;0;1;1;2;0;0;1;0
Family relation offences;Stevns;0;0;1;0;0;0;0;0;0;0;0;1;1;1
Family relation offences;Vordingborg;0;0;0;7;0;0;0;2;1;3;0;1;3;0
Family relation offences;Assens;1;1;0;0;0;1;0;0;0;2;0;2;0;0
Family relation offences;Faaborg-Midtfyn;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Family relation offences;Kerteminde;0;0;0;0;0;1;0;0;0;0;0;0;0;1
Family relation offences;Langeland;1;0;0;0;0;1;0;0;0;1;0;0;0;0
Family relation offences;Middelfart;0;0;0;0;0;0;1;1;2;0;0;1;3;1
Family relation offences;Nordfyns;0;0;0;1;1;0;0;0;1;0;0;1;0;0
Family relation offences;Nyborg;0;0;0;0;0;0;0;1;0;1;0;1;0;1
Family relation offences;Odense;3;4;1;3;0;1;3;0;2;5;4;1;4;2
Family relation offences;Svendborg;2;0;1;0;0;0;1;0;0;1;0;0;1;1
Family relation offences;Ærø;0;0;0;0;0;0;0;0;0;1;0;1;0;0
Family relation offences;Billund;0;0;0;0;0;0;1;4;0;0;0;0;0;0
Family relation offences;Esbjerg;3;0;2;1;0;1;2;0;3;0;3;1;3;0
Family relation offences;Fanø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Family relation offences;Fredericia;0;1;1;0;0;0;0;0;1;0;0;1;2;2
Family relation offences;Haderslev;0;0;0;0;1;0;0;1;0;1;3;1;1;0
Family relation offences;Kolding;0;0;1;1;0;0;0;0;0;0;0;2;3;2
Family relation offences;Sønderborg;0;0;2;1;0;0;1;0;1;1;1;0;1;2
Family relation offences;Tønder;0;2;2;0;0;1;1;0;1;1;0;0;1;0
Family relation offences;Varde;1;0;0;0;1;2;0;1;2;1;0;0;0;0
Family relation offences;Vejen;0;0;0;0;1;0;1;0;0;0;0;1;0;0
Family relation offences;Vejle;2;2;0;2;1;0;1;0;1;2;0;0;0;3
Family relation offences;Aabenraa;1;1;0;0;0;3;0;1;0;1;0;1;0;2
Family relation offences;Favrskov;0;0;0;1;0;0;0;0;0;0;5;0;1;1
Family relation offences;Hedensted;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Family relation offences;Horsens;1;0;1;0;0;3;3;2;1;2;2;1;0;0
Family relation offences;Norddjurs;0;0;1;0;1;0;0;0;0;1;0;0;0;0
Family relation offences;Odder;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Family relation offences;Randers;1;2;1;0;1;1;2;0;1;1;1;0;0;3
Family relation offences;Samsø;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Family relation offences;Silkeborg;0;3;1;0;1;3;1;0;0;0;0;1;1;0
Family relation offences;Skanderborg;0;0;0;1;1;0;0;1;0;0;0;2;1;0
Family relation offences;Syddjurs;1;0;0;0;0;1;1;0;0;0;0;1;0;0
Family relation offences;Aarhus;3;4;3;4;3;4;3;5;4;3;3;4;7;2
Family relation offences;Herning;1;0;1;1;0;1;0;0;1;1;3;0;0;0
Family relation offences;Holstebro;0;1;1;2;0;2;0;0;0;0;0;1;0;0
Family relation offences;Ikast-Brande;0;1;1;0;0;0;1;1;0;1;0;0;0;0
Family relation offences;Lemvig;0;1;1;0;0;2;1;0;0;0;0;0;0;0
Family relation offences;Ringkøbing-Skjern;0;0;0;0;0;0;1;1;0;0;0;1;1;0
Family relation offences;Skive;0;1;0;0;0;0;0;1;0;0;1;0;0;0
Family relation offences;Struer;0;0;2;0;0;0;0;0;1;0;1;2;0;0
Family relation offences;Viborg;0;0;0;1;0;3;2;0;1;3;1;1;1;2
Family relation offences;Brønderslev;1;0;1;1;2;0;0;0;0;0;0;0;1;1
Family relation offences;Frederikshavn;1;0;0;1;1;0;0;0;0;2;0;0;1;0
Family relation offences;Hjørring;0;0;1;0;0;0;0;0;0;2;2;1;0;1
Family relation offences;Jammerbugt;1;0;1;0;0;0;0;1;0;0;0;3;1;1
Family relation offences;Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Family relation offences;Mariagerfjord;1;0;0;0;0;0;0;0;0;0;0;1;0;0
Family relation offences;Morsø;1;0;0;2;0;1;0;2;1;0;0;0;0;1
Family relation offences;Rebild;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Family relation offences;Thisted;0;0;0;0;0;0;2;1;1;0;0;0;1;0
Family relation offences;Vesthimmerlands;0;2;1;1;1;0;0;0;0;0;0;0;2;1
Family relation offences;Aalborg;1;1;0;0;3;1;1;1;2;2;1;7;2;0
Family relation offences;Unknown municipality;7;6;2;11;4;5;2;9;5;11;11;7;8;8
Involuntary manslaughter etc. in connection with traffic accident;Copenhagen;9;17;5;9;6;8;16;11;4;13;16;8;13;15
Involuntary manslaughter etc. in connection with traffic accident;Frederiksberg;2;3;2;0;3;2;0;2;0;6;1;0;1;2
Involuntary manslaughter etc. in connection with traffic accident;Dragør;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Involuntary manslaughter etc. in connection with traffic accident;Tårnby;0;0;1;2;1;2;1;0;0;0;1;1;0;0
Involuntary manslaughter etc. in connection with traffic accident;Albertslund;0;0;0;3;0;2;0;1;0;2;0;1;2;1
Involuntary manslaughter etc. in connection with traffic accident;Ballerup;0;1;2;1;0;1;1;2;1;1;0;0;2;1
Involuntary manslaughter etc. in connection with traffic accident;Brøndby;0;3;1;1;0;1;1;3;0;1;8;2;3;0
Involuntary manslaughter etc. in connection with traffic accident;Gentofte;2;1;2;3;0;6;2;3;1;1;1;2;2;3
Involuntary manslaughter etc. in connection with traffic accident;Gladsaxe;2;1;0;1;0;0;2;0;1;2;1;2;2;4
Involuntary manslaughter etc. in connection with traffic accident;Glostrup;0;0;1;0;3;0;0;0;2;1;3;1;2;1
Involuntary manslaughter etc. in connection with traffic accident;Herlev;1;2;1;0;0;1;1;0;0;0;2;1;1;1
Involuntary manslaughter etc. in connection with traffic accident;Hvidovre;0;0;1;1;1;0;0;1;3;1;2;2;4;5
Involuntary manslaughter etc. in connection with traffic accident;Høje-Taastrup;0;2;2;1;0;0;1;2;3;1;1;3;2;4
Involuntary manslaughter etc. in connection with traffic accident;Ishøj;0;1;0;0;0;0;2;0;1;1;2;0;1;0
Involuntary manslaughter etc. in connection with traffic accident;Lyngby-Taarbæk;3;2;2;2;0;3;1;1;3;2;3;4;4;3
Involuntary manslaughter etc. in connection with traffic accident;Rødovre;0;2;3;3;2;0;1;1;2;3;2;2;2;0
Involuntary manslaughter etc. in connection with traffic accident;Vallensbæk;0;0;0;1;0;0;0;0;0;0;1;1;0;0
Involuntary manslaughter etc. in connection with traffic accident;Allerød;0;0;1;0;0;0;0;7;0;0;0;2;1;2
Involuntary manslaughter etc. in connection with traffic accident;Egedal;0;2;2;1;2;4;1;0;3;2;0;1;0;3
Involuntary manslaughter etc. in connection with traffic accident;Fredensborg;1;0;1;2;2;2;3;1;1;0;2;1;0;2
Involuntary manslaughter etc. in connection with traffic accident;Frederikssund;2;1;1;1;4;4;0;2;0;3;2;1;3;2
Involuntary manslaughter etc. in connection with traffic accident;Furesø;1;2;1;0;0;0;1;1;0;2;1;0;0;0
Involuntary manslaughter etc. in connection with traffic accident;Gribskov;4;0;3;5;1;3;0;7;2;2;0;0;1;5
Involuntary manslaughter etc. in connection with traffic accident;Halsnæs;1;1;0;3;3;3;2;1;0;0;1;0;1;2
Involuntary manslaughter etc. in connection with traffic accident;Helsingør;3;3;1;0;2;3;0;1;1;1;0;1;2;5
Involuntary manslaughter etc. in connection with traffic accident;Hillerød;3;2;2;2;2;1;2;3;1;4;2;0;2;2
Involuntary manslaughter etc. in connection with traffic accident;Hørsholm;1;1;0;2;1;2;1;0;1;0;0;0;0;1
Involuntary manslaughter etc. in connection with traffic accident;Rudersdal;0;0;0;0;0;3;1;1;3;1;0;1;2;2
Involuntary manslaughter etc. in connection with traffic accident;Bornholm;2;3;3;0;2;0;1;2;0;1;1;0;0;0
Involuntary manslaughter etc. in connection with traffic accident;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Involuntary manslaughter etc. in connection with traffic accident;Greve;2;0;6;1;3;0;1;0;1;3;5;2;1;0
Involuntary manslaughter etc. in connection with traffic accident;Køge;2;4;4;1;1;1;4;3;1;3;2;5;4;0
Involuntary manslaughter etc. in connection with traffic accident;Lejre;2;3;0;1;0;1;2;1;0;2;1;0;1;1
Involuntary manslaughter etc. in connection with traffic accident;Roskilde;3;4;7;6;1;2;2;0;4;5;4;2;2;2
Involuntary manslaughter etc. in connection with traffic accident;Solrød;0;0;0;1;3;0;0;0;0;0;0;2;1;1
Involuntary manslaughter etc. in connection with traffic accident;Faxe;4;2;3;0;1;2;1;2;3;1;4;3;3;2
Involuntary manslaughter etc. in connection with traffic accident;Guldborgsund;2;2;4;6;1;3;4;4;0;0;1;2;2;0
Involuntary manslaughter etc. in connection with traffic accident;Holbæk;4;6;1;2;3;5;3;3;3;2;2;0;3;2
Involuntary manslaughter etc. in connection with traffic accident;Kalundborg;7;2;5;8;5;2;3;2;2;3;1;4;1;0
Involuntary manslaughter etc. in connection with traffic accident;Lolland;2;3;2;2;0;1;0;0;1;2;1;1;1;2
Involuntary manslaughter etc. in connection with traffic accident;Næstved;7;5;1;2;3;3;0;2;0;2;4;2;3;6
Involuntary manslaughter etc. in connection with traffic accident;Odsherred;2;3;2;4;6;3;0;1;2;2;2;1;2;2
Involuntary manslaughter etc. in connection with traffic accident;Ringsted;1;4;5;1;1;1;2;0;2;2;3;2;2;3
Involuntary manslaughter etc. in connection with traffic accident;Slagelse;8;7;8;3;3;4;2;4;6;9;7;7;7;4
Involuntary manslaughter etc. in connection with traffic accident;Sorø;5;2;4;1;1;1;0;2;1;1;2;2;4;1
Involuntary manslaughter etc. in connection with traffic accident;Stevns;1;0;2;2;3;0;0;1;0;1;2;1;2;0
Involuntary manslaughter etc. in connection with traffic accident;Vordingborg;2;3;4;4;1;2;2;1;0;2;3;6;3;1
Involuntary manslaughter etc. in connection with traffic accident;Assens;1;0;1;2;0;2;3;3;1;1;2;4;0;7
Involuntary manslaughter etc. in connection with traffic accident;Faaborg-Midtfyn;1;1;5;1;2;3;2;2;0;2;5;2;3;2
Involuntary manslaughter etc. in connection with traffic accident;Kerteminde;0;1;0;0;2;1;0;1;0;2;2;4;0;1
Involuntary manslaughter etc. in connection with traffic accident;Langeland;1;1;0;0;1;1;0;0;2;0;1;1;1;0
Involuntary manslaughter etc. in connection with traffic accident;Middelfart;4;5;5;1;4;2;9;1;2;2;4;1;1;1
Involuntary manslaughter etc. in connection with traffic accident;Nordfyns;1;3;2;1;1;0;2;2;3;1;1;1;0;4
Involuntary manslaughter etc. in connection with traffic accident;Nyborg;2;1;3;0;5;2;2;0;0;2;1;4;7;3
Involuntary manslaughter etc. in connection with traffic accident;Odense;10;5;14;9;8;7;7;7;4;6;8;8;5;11
Involuntary manslaughter etc. in connection with traffic accident;Svendborg;1;2;6;1;2;2;2;1;1;2;3;5;2;1
Involuntary manslaughter etc. in connection with traffic accident;Ærø;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Involuntary manslaughter etc. in connection with traffic accident;Billund;0;0;3;0;1;3;3;0;1;0;5;6;1;3
Involuntary manslaughter etc. in connection with traffic accident;Esbjerg;7;3;3;0;5;4;1;2;2;5;3;4;4;4
Involuntary manslaughter etc. in connection with traffic accident;Fanø;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Involuntary manslaughter etc. in connection with traffic accident;Fredericia;2;1;0;1;2;0;0;4;3;2;0;5;4;4
Involuntary manslaughter etc. in connection with traffic accident;Haderslev;2;3;4;7;2;5;4;0;1;1;3;4;1;1
Involuntary manslaughter etc. in connection with traffic accident;Kolding;0;3;6;2;0;2;3;2;6;9;1;10;12;5
Involuntary manslaughter etc. in connection with traffic accident;Sønderborg;2;0;3;1;2;3;1;5;0;0;0;3;5;3
Involuntary manslaughter etc. in connection with traffic accident;Tønder;3;4;4;2;1;3;2;2;2;0;0;2;1;3
Involuntary manslaughter etc. in connection with traffic accident;Varde;2;3;1;4;8;4;6;2;2;2;1;1;1;0
Involuntary manslaughter etc. in connection with traffic accident;Vejen;1;5;2;1;3;2;5;0;0;2;1;0;5;2
Involuntary manslaughter etc. in connection with traffic accident;Vejle;5;5;7;6;4;2;8;7;10;1;3;5;4;4
Involuntary manslaughter etc. in connection with traffic accident;Aabenraa;3;1;1;0;1;1;1;1;1;0;2;3;2;2
Involuntary manslaughter etc. in connection with traffic accident;Favrskov;2;1;4;3;4;1;0;0;4;0;2;5;2;5
Involuntary manslaughter etc. in connection with traffic accident;Hedensted;2;4;5;2;4;2;0;1;1;3;3;1;3;1
Involuntary manslaughter etc. in connection with traffic accident;Horsens;4;9;7;6;3;3;9;14;6;2;6;6;7;1
Involuntary manslaughter etc. in connection with traffic accident;Norddjurs;1;5;0;4;0;0;2;1;1;1;2;3;1;3
Involuntary manslaughter etc. in connection with traffic accident;Odder;2;0;1;1;0;0;0;0;1;1;0;1;3;4
Involuntary manslaughter etc. in connection with traffic accident;Randers;6;6;10;6;3;3;4;1;2;3;3;6;4;4
Involuntary manslaughter etc. in connection with traffic accident;Samsø;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Involuntary manslaughter etc. in connection with traffic accident;Silkeborg;6;5;4;15;8;6;8;5;6;5;6;5;3;3
Involuntary manslaughter etc. in connection with traffic accident;Skanderborg;0;3;2;2;2;0;1;1;0;1;2;3;6;2
Involuntary manslaughter etc. in connection with traffic accident;Syddjurs;3;4;1;1;6;8;4;3;1;2;3;2;0;1
Involuntary manslaughter etc. in connection with traffic accident;Aarhus;25;11;20;16;9;11;6;9;8;7;13;9;10;12
Involuntary manslaughter etc. in connection with traffic accident;Herning;9;3;5;6;6;4;6;4;9;5;6;6;4;7
Involuntary manslaughter etc. in connection with traffic accident;Holstebro;3;3;3;4;1;4;1;2;1;0;3;4;7;0
Involuntary manslaughter etc. in connection with traffic accident;Ikast-Brande;5;0;3;5;3;2;6;2;1;2;0;2;0;0
Involuntary manslaughter etc. in connection with traffic accident;Lemvig;0;1;1;4;1;0;1;0;0;0;2;1;1;1
Involuntary manslaughter etc. in connection with traffic accident;Ringkøbing-Skjern;7;5;8;8;2;5;4;1;0;6;1;3;4;1
Involuntary manslaughter etc. in connection with traffic accident;Skive;1;1;1;0;2;3;3;2;1;3;3;2;1;1
Involuntary manslaughter etc. in connection with traffic accident;Struer;0;2;1;1;1;0;1;2;1;2;0;2;0;2
Involuntary manslaughter etc. in connection with traffic accident;Viborg;2;7;3;1;6;4;3;7;8;6;6;8;5;2
Involuntary manslaughter etc. in connection with traffic accident;Brønderslev;5;0;2;1;3;2;1;2;3;3;1;4;0;1
Involuntary manslaughter etc. in connection with traffic accident;Frederikshavn;1;7;3;7;7;2;2;2;3;5;1;1;3;0
Involuntary manslaughter etc. in connection with traffic accident;Hjørring;2;2;2;4;5;7;10;1;1;2;5;5;3;4
Involuntary manslaughter etc. in connection with traffic accident;Jammerbugt;2;4;3;4;4;2;2;1;1;1;3;3;2;2
Involuntary manslaughter etc. in connection with traffic accident;Læsø;0;0;0;0;0;0;0;1;1;1;0;0;0;0
Involuntary manslaughter etc. in connection with traffic accident;Mariagerfjord;3;6;0;3;2;2;1;0;1;0;2;0;3;1
Involuntary manslaughter etc. in connection with traffic accident;Morsø;2;2;2;0;3;2;1;1;0;0;3;3;0;0
Involuntary manslaughter etc. in connection with traffic accident;Rebild;2;0;2;1;3;0;1;1;3;2;1;0;1;1
Involuntary manslaughter etc. in connection with traffic accident;Thisted;3;0;1;2;2;1;2;1;1;6;2;1;2;2
Involuntary manslaughter etc. in connection with traffic accident;Vesthimmerlands;4;0;3;2;2;2;2;2;1;1;1;1;2;0
Involuntary manslaughter etc. in connection with traffic accident;Aalborg;4;2;6;10;4;3;5;1;1;3;6;6;10;6
Involuntary manslaughter etc. in connection with traffic accident;Unknown municipality;6;0;1;0;2;1;0;1;0;0;0;0;1;0
Non-molestation order (Repealed in 2012);Copenhagen;51;64;90;110;43;3;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Frederiksberg;8;7;0;0;0;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Dragør;2;1;0;0;0;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Tårnby;4;2;3;0;3;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Albertslund;0;3;0;1;9;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Ballerup;13;3;10;7;3;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Brøndby;0;2;0;4;18;3;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Gentofte;20;24;8;2;7;1;1;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Gladsaxe;8;9;11;4;36;3;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Glostrup;2;0;1;0;0;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Herlev;4;1;3;3;5;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Hvidovre;4;6;1;1;3;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Høje-Taastrup;4;0;17;11;4;0;0;0;0;0;0;0;0;0
